author,published_at,updated_at,like_count,text
@hirensanghavi3756,2024-03-28T17:06:55Z,2024-03-28T17:06:55Z,0,Missing david willey❤
@mindbodyps,2024-03-28T11:33:36Z,2024-03-28T11:33:36Z,0,HaaaaaarCB
@kunapanenisiddhartha4557,2024-03-28T11:25:21Z,2024-03-28T11:25:21Z,0,Celebrating win against Punjab as if they won the cup...😅
@RajuKumar-gr7uk,2024-03-28T10:53:48Z,2024-03-28T10:53:48Z,0,"Karn sharma, patidar, anuj rawat jaise tester ko bahar kro"
@RajuKumar-gr7uk,2024-03-28T10:53:12Z,2024-03-28T10:53:12Z,0,Karn sh
@chinamatlapudisachivalayam,2024-03-28T09:47:55Z,2024-03-28T09:47:55Z,2,Will jacks in place of Faf and Captaincy back to Kohli ..Thoughts 🤔
@AdarshPandey-zu3uy,2024-03-28T09:22:47Z,2024-03-28T09:23:02Z,0,HAARCB😂😂
@shashirajshashiraj5382,2024-03-28T06:28:26Z,2024-03-28T06:28:26Z,0,RCB ❣️☺️
@ashrotuwksnsbznznzn,2024-03-28T05:54:33Z,2024-03-28T05:54:33Z,0,Chans to wil jocks
@BapunKumar-ud6wr,2024-03-28T05:07:18Z,2024-03-28T05:07:18Z,0,Bada fan bapun from orrisa❤❤❤
@Deepaknegi79,2024-03-28T05:07:10Z,2024-03-28T05:07:10Z,0,"<a href=""https://www.youtube.com/watch?v=wYpDjlXOJGg&amp;t=32"">0:32</a>"
@Karan_KS.,2024-03-28T04:53:40Z,2024-03-28T04:53:40Z,0,Wil Jack ❤
@user-uk8ex8ji9t,2024-03-28T04:35:39Z,2024-03-28T04:35:39Z,0,These guys have to keep their composure. Bloody celebrating like they won the title.
@dheemz,2024-03-28T04:18:57Z,2024-03-28T04:18:57Z,0,So much noise and no trophy 😂
@mathiyasmalto1854,2024-03-28T03:59:43Z,2024-03-28T03:59:43Z,0,Maxi. 100<br>Will jack 100<br>King 100 <br>In next game.
@suvankardash4915,2024-03-28T03:30:01Z,2024-03-28T03:30:01Z,0,It was a blunder letting Willey and Shahbaz go..
@Ashutosh.kumar.Bhoi.,2024-03-28T03:02:49Z,2024-03-28T03:02:49Z,1,💔🤡Alzarri ❎toply ☑️😢😠
@shafiullan8010,2024-03-28T02:59:41Z,2024-03-28T02:59:41Z,0,Will jacks 11 playing
@mdakbar7872,2024-03-27T23:59:14Z,2024-03-27T23:59:14Z,1,Green Replece TomCurran <br>Joseph Replece Ferguson......
@ashubhagat6426,2024-03-27T23:58:41Z,2024-03-27T23:58:41Z,0,😂😂😂😂
@_Shivay,2024-03-27T23:41:34Z,2024-03-27T23:41:34Z,0,"Please give chance to jacks and willy, and rest wi bowler and someone else"
@vedha0,2024-03-27T22:29:53Z,2024-03-27T22:29:53Z,0,"Bring the cup home, just once please"
@shameershameer9909,2024-03-27T19:20:00Z,2024-03-27T19:20:00Z,1,Alzari out fergusen &amp;topley in
@amanmhassani7535,2024-03-27T18:46:24Z,2024-03-27T18:46:24Z,0,King is king virat sir ❤❤❤❤
@snehasishpati4382,2024-03-27T18:29:50Z,2024-03-27T18:29:50Z,0,King Kohli
@guruvishnu6949,2024-03-27T18:02:42Z,2024-03-27T18:02:42Z,0,Finally ipL cup taken by CSK
@infinitegaming80,2024-03-27T17:13:08Z,2024-03-27T17:13:08Z,1,I think Head coach was waiting fr this moment fr his whole life😂😂
@TruthspeakOfficial,2024-03-27T15:16:37Z,2024-03-27T15:16:37Z,1,Why is the admin bleeping random things? &#39;Brains and brawn&#39; is not a bad word.
@paytm,2024-03-27T14:13:00Z,2024-03-27T14:13:00Z,0,"Hey! You and your buddy could be cheering together at T20 LIVE!🏏Bring your friends back to Paytm for a chance to win 2 tickets. The more friends you refer and the more they use Paytm, the higher your chances. Refer now: <a href=""https://m.paytm.me/T20Ticket"">https://m.paytm.me/T20Ticket</a> <a href=""http://www.youtube.com/results?search_query=%23t20withpaytm"">#T20WithPaytm</a>"
@sahil_518,2024-03-27T14:07:20Z,2024-03-27T14:07:20Z,1,Remove aljari Joseph from squad
@ffshortsyt2588,2024-03-27T13:47:52Z,2024-03-27T13:47:52Z,0,Ee saala cup namde plzzz ❤❤
@user-ox3qc5mb1f,2024-03-27T13:45:10Z,2024-03-27T13:45:10Z,1,Kisko kisko song samjh me aaya plz batye 😂
@shivayaduvanshi5630,2024-03-27T13:42:45Z,2024-03-27T13:42:45Z,0,Abki bar ho jayega ki es bar bhi ni hoga😂😂😂😂
@robertsanju1279,2024-03-27T13:35:02Z,2024-03-27T13:35:02Z,0,❤
@kunalkasnia5569,2024-03-27T13:24:44Z,2024-03-27T13:24:44Z,0,Management made RCB&#39;s new jersey according to their team song 😂🥹💓 pants are red and the shirt is blue
@mukeshtaparia2957,2024-03-27T13:19:34Z,2024-03-27T13:19:34Z,0,es baar bhi cup nahi leja payega 😂 but rcb playing well
@nithinkumar4076,2024-03-27T13:18:45Z,2024-03-27T13:18:45Z,0,Willey ❤
@AdemManojkumar,2024-03-27T13:16:25Z,2024-03-27T13:16:25Z,0,DK come back 2022 hero in2024 ❤
@sjantoop9068,2024-03-27T13:12:51Z,2024-03-27T13:12:51Z,0,we want yorker game
@BibxikxbMmJvih,2024-03-27T12:43:37Z,2024-03-27T12:43:37Z,0,RCB for ever...
@AdarshKumar-oy5nl,2024-03-27T12:16:58Z,2024-03-27T12:16:58Z,0,Will jacks in….alzaari out…..one Indian pacer ….rcb u can definitely try this
@Blessing10002,2024-03-27T12:05:22Z,2024-03-27T12:05:22Z,0,rcb pls give chance to will jacks and topley
@stephend5051,2024-03-27T11:46:02Z,2024-03-27T11:46:02Z,0,VK has to be consistent. He did not play one proper cricket shot middle of the bat. He was almost caught first over. More presence of mind required to deliver a continuous performance. We as fans are fed up year after year of the ifs and buts and excuses. Need to inform Maxwell that every match is not hit out or get out procedure. Pls guys focus this year.😊
@BhvtoshAdhikari,2024-03-27T11:17:26Z,2024-03-27T11:17:26Z,0,I love RCB ❤
@user-cr6kf1ql5j,2024-03-27T10:52:37Z,2024-03-27T10:52:37Z,1,Rcb will jacks ko bhi chance do he is a great player of t20. 😂😂😂😂😂😂
@bishalkhadka2870,2024-03-27T10:51:37Z,2024-03-27T10:51:37Z,0,Cursing is what we were missing in other coaches. 😂 Andy 🌹
@voltyvampire1361,2024-03-27T10:30:31Z,2024-03-27T10:30:31Z,0,RCB ❤❤❤
@Vivek18King18-qj2ji,2024-03-27T10:23:40Z,2024-03-27T10:23:40Z,0,Mayank Dagar replace 😊Wil jack hinting baiting
@bhanukumarkunkodh9092,2024-03-27T10:11:41Z,2024-03-27T10:11:41Z,0,Dagar is beeped 😂😂
@RajeshKumar-pz1dh,2024-03-27T10:11:21Z,2024-03-27T10:11:21Z,0,Dk❤ come back to form as finisher is very remarkable to RCB❤
@SSS-wi3qg,2024-03-27T10:09:04Z,2024-03-27T10:09:04Z,4,"first of all the song is soo cring worthy,  you could clearly see the white players except the clown in the middle not involved, seriously RCB must start being humble, just by winning one match they think they won the IPL which they have never won. This is the difference between Champion teams and teams like RCB.  Even though I feel for VK and DK,  RCB must focus more on the game, than doing dramas. And please doing all this feels wannabes"
@priyanshugupta6057,2024-03-27T10:07:50Z,2024-03-27T10:07:50Z,1,Please let ferguson play next match instead of alzari Joseph
@bikashbvlogs4801,2024-03-27T09:34:03Z,2024-03-27T09:34:03Z,0,I am loyal fan of my team RCB... THIS YEAR YE SALA CUP NUMBDE
@user-vk7zf1uo6j,2024-03-27T09:20:48Z,2024-03-27T09:20:48Z,0,it&#39;s perfectly GOATed🔥
@Selfishponnunga,2024-03-27T08:45:51Z,2024-03-27T08:45:51Z,0,Lomror is hero he only change momentum
@Selfishponnunga,2024-03-27T08:45:20Z,2024-03-27T08:45:20Z,0,Lomror is hero
@user-ho6go3ce1m,2024-03-27T08:32:40Z,2024-03-27T08:32:40Z,0,Wil jacks ko khilao please
@anshukumarsharma5644,2024-03-27T08:06:10Z,2024-03-27T08:06:10Z,0,Jio
@AkshayYadav-wk2rk,2024-03-27T07:55:37Z,2024-03-27T07:55:37Z,1,"Yeah we won nice , but our top order are still a question mark for their performance in last 2 games , couldn&#39;t score rather than kohli .we can&#39;t depend on dk , lomror and Anuj . If score big total on board we have no we need to big form our top order. The way we recognise, and please don&#39;t disappoint us on KKR clash please.e sala cup namade"
@ammaiappandj1126,2024-03-27T07:21:39Z,2024-03-27T07:21:39Z,0,RCB Family😘🤗❤❣
@IITIAN18,2024-03-27T07:11:37Z,2024-03-27T07:11:58Z,0,"cameroon green not singing and not participated in singing rcb song ,why"
@anjanabaxla2962,2024-03-27T07:03:28Z,2024-03-27T07:03:28Z,0,Maxwell is silent 😅
@abhishekn3227,2024-03-27T06:57:13Z,2024-03-27T06:57:13Z,0,Great couch this time....😅
@girishkanodiarollno2997,2024-03-27T06:51:39Z,2024-03-27T06:51:39Z,0,Please give chance to will jacks and reece topley😢😢😢❤❤❤
@keshavsingh465,2024-03-27T06:38:33Z,2024-03-27T06:38:33Z,0,2 points k baad itna natak😅
@user-xm2zl3wm1y,2024-03-27T06:38:21Z,2024-03-27T06:38:21Z,0,RCB
@SANvlogs12,2024-03-27T06:32:37Z,2024-03-27T06:33:21Z,0,"Few mistakes that should be avoided whenever left hand spin is bowling in the middle thn go with anuj not maxwell, we’re repeating this mistake again ad again. I think Anuj looks very confident he can easily hit lefties but he need to take some risks like shivam Dubi. Finally pls go with Lockie or topley because they are lot more better thn Joshph and if Green well not improve in batting thn give some matches to will jacks because he can also bowl some overs."
@mrmario8032,2024-03-27T06:25:59Z,2024-03-27T06:25:59Z,0,2 point is enought for you
@gargichafadkar7360,2024-03-27T06:23:18Z,2024-03-27T06:23:18Z,0,Paying my internet bills just for contents like this🥺❤️
@shivamchaudhary7486,2024-03-27T06:10:36Z,2024-03-27T06:15:27Z,0,Missing mike hesson 😢 rcb qualified for playoffs every season under him except 2023 where they barely missed it
@harshyadav7193,2024-03-27T05:57:58Z,2024-03-27T05:57:58Z,0,king kohli
@hemantdhumal025,2024-03-27T05:54:16Z,2024-03-27T05:54:16Z,0,THE GOAT 🐐 KING KOHLI 👑
@izasshaik9522,2024-03-27T05:44:55Z,2024-03-27T05:44:55Z,0,KING 👑🎉🎉
@cap10deadpool712,2024-03-27T05:43:58Z,2024-03-27T05:43:58Z,0,that comment on dk was on point
@bgmixupdates,2024-03-27T05:28:37Z,2024-03-27T05:28:37Z,0,kuch bhi karlo jeetna to csk ne hi he
@akshukids,2024-03-27T05:27:38Z,2024-03-27T05:27:38Z,0,RCB
@continuity1845,2024-03-27T05:24:10Z,2024-03-27T05:24:10Z,0,because of dk ... rcb won the match  otherwise ...nothing
@jayarajbr8590,2024-03-27T05:23:02Z,2024-03-27T05:23:02Z,0,Comment like maadilla Andre rakta kaari saythira...😂 This is what I feel when everybody ask to like their comments
@user-um5ff1gx3g,2024-03-27T05:19:21Z,2024-03-27T05:19:21Z,0,1 hi match hui hai na abhi tak 😅 best of luck
@rishikeshkumar4866,2024-03-27T05:06:31Z,2024-03-27T05:06:31Z,0,Kon kon chahta h ki will jacks ko playing 11 me khele❤
@mrsalinaz253,2024-03-27T05:01:23Z,2024-03-27T05:01:23Z,0,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
@RashdAga-xw9jo,2024-03-27T04:25:44Z,2024-03-27T04:25:44Z,0,😅
@SalluKhan-el1oy,2024-03-27T04:22:15Z,2024-03-27T04:22:15Z,0,Will jacks playing 11in
@vishalbhandari9096,2024-03-27T04:14:16Z,2024-03-27T04:14:16Z,0,Start with Vk<br>End with Dk
@mannyblackstar,2024-03-27T04:02:04Z,2024-03-27T04:02:04Z,0,What are they singing in the end? The official alan Walker RCB song?
@maharaja6294,2024-03-27T03:59:01Z,2024-03-27T03:59:01Z,0,Uncensored version button&gt;&gt;
@arjunsuriya1526,2024-03-27T03:49:37Z,2024-03-27T03:49:37Z,1,Good coach andy flower
@MdAbusaleh-yd9tb,2024-03-27T03:44:32Z,2024-03-27T03:44:32Z,0,😢😢😢😢❤❤❤❤❤❤❤❤❤❤❤❤
@tahirmujawar1745,2024-03-27T03:30:36Z,2024-03-27T03:30:36Z,0,Seeing our coach enjoying like this is Hilarious 😍 We need complete team efforts ❤
@shreyas1541,2024-03-27T03:23:30Z,2024-03-27T03:23:54Z,0,One suggestion to our coach is pls use will jacks as impact player for extra  batter he is in great form
@shreyas1541,2024-03-27T03:22:08Z,2024-03-27T03:22:08Z,0,Great to see.a good coach after a long time who is most supportive who have faith on his players
@PRAKASH-Prince3636,2024-03-27T03:20:43Z,2024-03-27T03:20:43Z,0,ಒಬ್ಬನೇ VK ಶಿವ ಒಬ್ಬನೇ DK ❤
@ganeshsolanki1840,2024-03-27T03:14:49Z,2024-03-27T03:14:49Z,1,Rcb team planning for long term
@kumarswamy6877,2024-03-27T03:13:32Z,2024-03-27T03:13:32Z,0,Anday flower very energy
@ajith9903,2024-03-27T03:05:37Z,2024-03-27T03:05:37Z,0,RCB❤
@siddaroodhakanal6426,2024-03-27T02:57:59Z,2024-03-27T02:57:59Z,0,Lomror and dk 🔥
@siddaroodhakanal6426,2024-03-27T02:57:17Z,2024-03-27T02:57:17Z,0,Fergusion
@mohitchauhan7374,2024-03-27T02:55:05Z,2024-03-27T02:55:05Z,1,Finally rcb won ipl❤
@mukulgupta6155,2024-03-27T02:54:13Z,2024-03-27T02:54:13Z,0,"Maturity when you realise willey &gt; curran ,joseph"
@swaranjalsharma4087,2024-03-27T02:45:44Z,2024-03-27T02:45:44Z,0,Why are you playing alzari Joseph instead of lokie and topley 😢
@prashanthprashi5197,2024-03-27T02:41:39Z,2024-03-27T02:41:39Z,0,Next match Ferguson or tom Curran in Joseph out
@radhekrishn2608,2024-03-27T02:39:50Z,2024-03-27T02:39:50Z,0,Rcb forever ❤️❤️❤️
@rushikakola68,2024-03-27T02:39:27Z,2024-03-27T02:39:27Z,0,RCB RCB RCB ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
@user-xb4bn8rp9n,2024-03-27T02:36:39Z,2024-03-27T02:36:39Z,0,Add Ferguson to line up
@prataps2325,2024-03-27T02:35:36Z,2024-03-27T02:35:36Z,0,Without Mr.Nags video is incomplete
@beastrider1201,2024-03-27T02:34:21Z,2024-03-27T02:34:21Z,0,Y this people doing over action after winning one match 😢
@abhaychauhan95,2024-03-27T02:05:29Z,2024-03-27T02:05:29Z,0,Lover the energy of head coach
@bhalavasanth4087,2024-03-27T02:02:21Z,2024-03-27T02:06:07Z,0,"Perfect 11 🔥<br>1.Faf<br>2.Virat<br>3.Rajat<br>4.Maxi <br><a href=""http://5.green/"">5.Green</a><br>6.will jacks (away) / Topley (home)<br>7.Anuj or any pure bowler <br><a href=""http://8.dk/"">8.DK</a> 🔁 impact <br>9.Dagar<br>10.siraj<br>11.yash<br><br>Impact : karan sharma, lomror,"
@Popat_mohammed,2024-03-27T01:52:36Z,2024-03-27T01:52:36Z,2,Feels like RCB won the ipl by winning one match … 😂😂😂
@SaiKumar-pm8pv,2024-03-27T01:40:33Z,2024-03-27T01:40:33Z,0,When rcb win the than I prospse my girlfriend
@manismehta96,2024-03-27T01:40:16Z,2024-03-27T01:40:16Z,0,Lockie should play in place of alzarri ❤
@Queen30205,2024-03-27T01:33:58Z,2024-03-27T01:33:58Z,0,Koi muhje happy birthday 🎂🎈 tu kaha diya kre please 🥺
@MRSTARK399,2024-03-27T01:22:30Z,2024-03-27T01:22:30Z,0,No one is talking about anuj&#39;s badass keeping🔥
@afijiths8262,2024-03-27T01:19:58Z,2024-03-27T01:19:58Z,0,❤
@yogeshvr7457,2024-03-27T00:53:17Z,2024-03-27T00:53:17Z,0,Where is kannada
@Viratkohli-gv6po,2024-03-27T00:46:46Z,2024-03-27T00:46:46Z,0,Akashdeep and Will jacks ko rkhiye kyonki Will jacks is very dangerous batsman
@Viratkohli-gv6po,2024-03-27T00:45:50Z,2024-03-27T00:45:50Z,0,Please sir RCB playing 11 same rakhiye but Will jacks come in place of Alzaari Joseph
@brokendj6020,2024-03-27T00:41:56Z,2024-03-27T00:41:56Z,0,❤❤❤
@dinkaryadav12,2024-03-27T00:40:59Z,2024-03-27T00:40:59Z,0,❤❤❤
@anz3802,2024-03-27T00:39:28Z,2024-03-27T00:39:28Z,0,Please remove Alzari Replace With Akash Deep He will do best Bcz he can swing ball up front All so We will get one more overseas slot For in the XII Then add will jacks plz Do this Benchode Management
@Mithunftw,2024-03-27T00:36:13Z,2024-03-27T00:36:13Z,0,Willey🥹
@777sd,2024-03-27T00:31:43Z,2024-03-27T00:31:43Z,0,Virat Kohli 🫶❤️🇧🇩🇧🇩<br>DK on 🔥🔥
@Britto208,2024-03-26T23:45:09Z,2024-03-26T23:45:09Z,0,Eesala cup nahi 😂
@Joe23490,2024-03-26T23:34:08Z,2024-03-26T23:34:08Z,1,like this comment if you think there should be a documentry on this team
@user-sf8ln9oo4k,2024-03-26T23:18:24Z,2024-03-26T23:18:24Z,0,Ek bhi match our nhi jitega
@user-sf8ln9oo4k,2024-03-26T23:17:29Z,2024-03-26T23:17:29Z,0,Bowler bhi nahi hai
@user-sf8ln9oo4k,2024-03-26T23:17:02Z,2024-03-26T23:17:02Z,0,Rcb team sabse LOL team hai
@anishshah8154,2024-03-26T23:13:08Z,2024-03-26T23:13:08Z,0,We need forgueson🥹
@Talk_logical,2024-03-26T22:46:10Z,2024-03-26T22:46:10Z,0,Great win but please stop the annoying anthem guys!
@vvnaib3604,2024-03-26T22:46:06Z,2024-03-26T22:46:06Z,0,This chant is silly !!!!
@sreekanth7223,2024-03-26T22:01:25Z,2024-03-26T22:01:25Z,0,This is not a team it’s an emotion. ❤❤❤
@abhilashm.j9657,2024-03-26T21:52:28Z,2024-03-26T21:52:28Z,0,Vk dk 👌👌👌👌👍👍👍👍👍😊😊😊
@AryanGulati-mm1uk,2024-03-26T21:01:30Z,2024-03-26T21:01:30Z,0,❤❤❤❤❤
@shreyasl3007,2024-03-26T21:00:21Z,2024-03-26T21:00:21Z,0,E sala cup namdu
@KishoreKumar-um6ih,2024-03-26T20:59:52Z,2024-03-26T20:59:52Z,0,RCB ❤❤❤❤❤❤❤❤ family ❤❤❤
